City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
222,Hunterville,NZ,2022-01-04 03:29:38,-39.9333,175.5667,84.7,27,0,7.11,clear sky
223,Bethanien,NA,2022-01-04 03:29:39,-26.502,17.1583,61.97,37,0,4.45,clear sky
224,Durres,AL,2022-01-04 03:29:39,41.3231,19.4414,50.18,85,73,6.31,broken clouds
225,Talnakh,RU,2022-01-04 03:29:39,69.4865,88.3972,-21.77,87,98,8.32,overcast clouds
226,Manggar,ID,2022-01-04 03:29:40,-2.8833,108.2667,84.65,67,97,5.57,overcast clouds
227,Pangnirtung,CA,2022-01-04 03:29:40,66.1451,-65.7125,3.94,78,99,8.3,overcast clouds
228,Pasighat,IN,2022-01-04 03:29:40,28.0667,95.3333,67.23,41,5,0.36,clear sky
229,Stranda,NO,2022-01-04 03:29:40,62.3096,6.9358,38.79,79,46,9.06,scattered clouds
230,Abalak,RU,2022-01-04 03:29:41,58.1286,68.5944,14.61,92,100,12.82,overcast clouds
231,Mahebourg,MU,2022-01-04 03:29:41,-20.4081,57.7,82.26,83,40,6.91,light rain
232,Morgan City,US,2022-01-04 03:29:41,29.6994,-91.2068,41.0,69,0,4.72,clear sky
233,Palmer,US,2022-01-04 03:29:41,42.1584,-72.3287,22.64,53,40,3.0,scattered clouds
234,Morant Bay,JM,2022-01-04 03:29:42,17.8815,-76.4093,76.62,73,38,6.02,scattered clouds
235,Husavik,IS,2022-01-04 03:29:42,66.0449,-17.3389,15.71,78,100,8.16,overcast clouds
236,Severo-Kurilsk,RU,2022-01-04 03:29:42,50.6789,156.125,30.2,93,100,18.7,snow
237,Yulara,AU,2022-01-04 03:29:43,-25.2406,130.9889,102.04,15,70,14.97,broken clouds
238,Mildura,AU,2022-01-04 03:27:41,-34.2,142.15,81.07,19,0,10.36,clear sky
239,Huarmey,PE,2022-01-04 03:29:43,-10.0681,-78.1522,69.21,88,70,5.48,broken clouds
240,Hatillo,PR,2022-01-04 03:29:43,18.4863,-66.8254,75.78,87,7,1.99,clear sky
241,Avera,US,2022-01-04 03:29:43,33.194,-82.5271,42.71,64,3,5.17,clear sky
242,Chokurdakh,RU,2022-01-04 03:29:44,70.6333,147.9167,-31.36,97,18,8.95,few clouds
243,Serro,BR,2022-01-04 03:29:44,-18.6047,-43.3794,66.88,98,100,2.3,overcast clouds
244,Lebu,CL,2022-01-04 03:29:44,-37.6167,-73.65,60.19,97,100,4.34,overcast clouds
245,Mount Isa,AU,2022-01-04 03:29:45,-20.7333,139.5,103.77,18,51,8.05,broken clouds
246,Vardo,NO,2022-01-04 03:29:45,70.3705,31.1107,22.93,58,100,14.76,overcast clouds
247,Vila Velha,BR,2022-01-04 03:29:45,-20.3297,-40.2925,76.95,90,75,8.99,broken clouds
248,Severo-Yeniseyskiy,RU,2022-01-04 03:29:45,60.3725,93.0408,2.59,96,100,4.29,overcast clouds
249,Samarai,PG,2022-01-04 03:29:46,-10.6167,150.6667,86.4,67,98,8.81,overcast clouds
250,Hofn,IS,2022-01-04 03:29:46,64.2539,-15.2082,27.59,61,6,21.16,clear sky
251,Castro,BR,2022-01-04 03:29:46,-24.7911,-50.0119,64.47,96,79,7.23,broken clouds
252,Det Udom,TH,2022-01-04 03:29:46,14.906,105.0784,80.91,59,51,1.5,broken clouds
253,Unity,CA,2022-01-04 03:29:47,52.4501,-109.1682,-6.75,98,100,15.73,snow
254,Upernavik,GL,2022-01-04 03:29:47,72.7868,-56.1549,-7.91,84,14,7.27,few clouds
255,Jaciara,BR,2022-01-04 03:27:50,-15.9653,-54.9683,71.69,93,57,2.93,broken clouds
256,Lyuban,BY,2022-01-04 03:29:47,52.7985,28.0048,36.1,96,99,9.75,overcast clouds
257,Pacific Grove,US,2022-01-04 03:29:48,36.6177,-121.9166,54.09,82,90,11.01,overcast clouds
258,Kavaratti,IN,2022-01-04 03:29:48,10.5669,72.642,81.93,69,12,8.57,few clouds
259,Mana,GF,2022-01-04 03:29:48,5.6592,-53.7767,75.94,84,11,8.93,few clouds
260,Kiunga,PG,2022-01-04 03:29:48,-6.1219,141.2906,87.98,66,51,5.73,broken clouds
261,Barcelos,PT,2022-01-04 03:29:49,41.5388,-8.6151,58.84,75,34,14.85,scattered clouds
262,Wanaka,NZ,2022-01-04 03:29:49,-44.7,169.15,71.42,55,100,5.79,overcast clouds
263,Auki,SB,2022-01-04 03:29:49,-8.7676,160.7034,85.14,68,95,11.81,overcast clouds
264,West Odessa,US,2022-01-04 03:29:50,31.8424,-102.4988,46.42,26,1,11.5,clear sky
265,Calamar,CO,2022-01-04 03:30:50,10.2511,-74.9146,78.75,79,89,4.36,overcast clouds
266,Narsipatnam,IN,2022-01-04 03:30:50,17.6667,82.6167,71.01,53,0,2.75,clear sky
267,Coihaique,CL,2022-01-04 03:28:02,-45.5752,-72.0662,47.01,95,69,11.03,broken clouds
268,Kruisfontein,ZA,2022-01-04 03:30:51,-34.0033,24.7314,66.88,94,100,5.93,overcast clouds
269,Harper,LR,2022-01-04 03:30:51,4.375,-7.7169,77.7,84,71,7.4,moderate rain
270,Torbay,CA,2022-01-04 03:30:51,47.6666,-52.7314,23.58,77,90,12.66,overcast clouds
271,Linxia,CN,2022-01-04 03:30:52,35.6003,103.2064,30.61,45,78,1.63,broken clouds
272,Caceres,ES,2022-01-04 03:30:52,39.522,-6.3748,41.81,96,61,5.53,broken clouds
273,Hamilton,US,2022-01-04 03:26:10,39.1834,-84.5333,27.09,82,1,0.0,clear sky
274,Litovko,RU,2022-01-04 03:30:52,49.2361,135.1742,-7.06,88,30,1.59,scattered clouds
275,Santa Vitoria Do Palmar,BR,2022-01-04 03:30:53,-33.5189,-53.3681,71.92,96,81,5.14,broken clouds
276,Qaqortoq,GL,2022-01-04 03:30:53,60.7167,-46.0333,36.1,47,100,34.85,overcast clouds
277,Salalah,OM,2022-01-04 03:30:53,17.0151,54.0924,73.49,73,75,3.44,broken clouds
278,Nelson Bay,AU,2022-01-04 03:30:54,-32.7167,152.15,83.28,85,22,1.01,few clouds
279,Prince Rupert,CA,2022-01-04 03:30:54,54.3161,-130.3201,26.29,52,1,8.05,clear sky
280,Port Hardy,CA,2022-01-04 03:30:54,50.6996,-127.4199,39.2,100,20,2.3,few clouds
281,Hualmay,PE,2022-01-04 03:30:54,-11.0964,-77.6139,68.67,90,46,5.48,scattered clouds
282,Cuiluan,CN,2022-01-04 03:30:55,47.72,128.648,0.93,66,17,6.08,few clouds
283,Ratnagiri,IN,2022-01-04 03:30:55,16.9833,73.3,80.78,49,20,6.33,few clouds
284,Jinka,ET,2022-01-04 03:30:55,5.65,36.65,63.66,52,79,2.01,broken clouds
285,Itarema,BR,2022-01-04 03:30:56,-2.9248,-39.9167,77.5,87,29,9.06,scattered clouds
286,Voyvozh,RU,2022-01-04 03:30:56,62.892,54.9635,0.14,98,98,3.49,overcast clouds
287,Zhob,PK,2022-01-04 03:30:56,31.3411,69.4481,46.62,52,86,7.76,overcast clouds
288,Udomlya,RU,2022-01-04 03:30:56,57.8794,34.9925,8.73,95,100,4.88,overcast clouds
289,Tuatapere,NZ,2022-01-04 03:30:57,-46.1333,167.6833,61.47,90,100,0.72,light rain
290,Sangar,RU,2022-01-04 03:30:57,63.9242,127.4739,-36.78,91,100,7.81,overcast clouds
291,Manyoni,TZ,2022-01-04 03:30:57,-5.7467,34.8382,62.33,75,55,3.47,broken clouds
292,Mehamn,NO,2022-01-04 03:30:58,71.0357,27.8492,19.42,73,100,20.78,overcast clouds
293,Wilmington,US,2022-01-04 03:30:58,34.2257,-77.9447,37.9,72,3,9.17,clear sky
294,Rurrenabaque,BO,2022-01-04 03:30:58,-14.4413,-67.5278,77.45,85,100,0.89,overcast clouds
295,Fukue,JP,2022-01-04 03:30:59,32.6881,128.8419,52.16,58,75,9.22,broken clouds
296,Beringovskiy,RU,2022-01-04 03:30:59,63.05,179.3167,20.57,93,100,6.89,overcast clouds
297,Bourail,NC,2022-01-04 03:31:00,-21.5667,165.4833,82.44,75,54,2.68,broken clouds
298,Tigil,RU,2022-01-04 03:31:00,57.8,158.6667,18.25,93,100,0.49,overcast clouds
299,Pilismarot,HU,2022-01-04 03:31:00,47.7846,18.8754,47.89,92,96,5.68,light rain
300,Oranjemund,NA,2022-01-04 03:31:01,-28.55,16.4333,60.49,86,22,10.76,few clouds
301,Poum,NC,2022-01-04 03:31:01,-20.2333,164.0167,81.66,70,21,9.46,few clouds
302,Namibe,AO,2022-01-04 03:31:01,-15.1961,12.1522,66.97,87,84,3.58,broken clouds
303,Houma,US,2022-01-04 03:28:46,29.5958,-90.7195,46.4,81,0,1.99,clear sky
304,Barillas,GT,2022-01-04 03:31:02,15.8036,-91.3158,62.94,99,100,0.67,overcast clouds
305,Mecca,SA,2022-01-04 03:31:02,21.4267,39.8261,62.13,60,47,6.4,scattered clouds
306,San Angelo,US,2022-01-04 03:31:03,31.4638,-100.437,45.64,33,1,1.01,clear sky
307,Alikalia,SL,2022-01-04 03:31:03,9.1667,-11.4,64.8,74,99,1.07,overcast clouds
308,Pisco,PE,2022-01-04 03:31:03,-13.7,-76.2167,71.65,78,0,8.05,clear sky
309,Lorengau,PG,2022-01-04 03:31:03,-2.0226,147.2712,82.76,80,95,14.52,overcast clouds
310,Cestas,FR,2022-01-04 03:31:04,44.7435,-0.6791,60.46,73,0,5.99,clear sky
311,Port Hedland,AU,2022-01-04 03:31:04,-20.3167,118.5667,93.25,62,76,13.8,broken clouds
312,Manono,CD,2022-01-04 03:32:05,-7.3,27.4167,68.02,98,100,2.06,overcast clouds
313,Adre,TD,2022-01-04 03:32:05,13.4667,22.2,54.84,46,3,15.86,clear sky
314,Saint-Augustin,CA,2022-01-04 03:32:05,51.226,-58.6502,-4.88,80,1,11.88,clear sky
315,Goksun,TR,2022-01-04 03:32:06,38.021,36.4973,27.55,74,100,5.82,overcast clouds
316,Jalu,LY,2022-01-04 03:32:06,29.0331,21.5482,54.1,77,0,5.26,clear sky
317,Esperance,AU,2022-01-04 03:32:06,-33.8667,121.9,76.84,57,29,20.24,scattered clouds
318,Cuamba,MZ,2022-01-04 03:32:06,-14.8031,36.5372,69.4,96,100,2.15,overcast clouds
319,Batagay-Alyta,RU,2022-01-04 03:32:07,67.8006,130.4114,-44.48,97,16,2.82,few clouds
320,Lavrentiya,RU,2022-01-04 03:32:07,65.5833,-171.0,0.39,99,83,2.33,broken clouds
321,Pochutla,MX,2022-01-04 03:32:07,15.7432,-96.4661,76.82,69,1,3.02,clear sky
322,Clyde River,CA,2022-01-04 03:32:07,70.4692,-68.5914,1.63,85,98,24.16,mist
323,Beyneu,KZ,2022-01-04 03:32:08,45.3167,55.2,23.47,88,100,8.01,overcast clouds
324,Pundaguitan,PH,2022-01-04 03:32:08,6.3711,126.1689,80.13,77,95,12.1,overcast clouds
325,Bouza,NE,2022-01-04 03:32:08,14.4229,6.0428,60.46,33,84,12.93,broken clouds
326,Khudumelapye,BW,2022-01-04 03:32:09,-23.8833,24.75,71.78,66,18,8.97,few clouds
327,Buchanan,LR,2022-01-04 03:32:09,5.8808,-10.0467,79.41,81,100,6.62,overcast clouds
328,Anadyr,RU,2022-01-04 03:32:09,64.75,177.4833,27.1,86,100,24.0,overcast clouds
329,Conceicao Do Mato Dentro,BR,2022-01-04 03:32:10,-19.0372,-43.425,66.99,97,100,2.48,overcast clouds
330,Praia Da Vitoria,PT,2022-01-04 03:32:10,38.7333,-27.0667,50.76,81,40,5.17,scattered clouds
331,Ishigaki,JP,2022-01-04 03:32:10,24.3448,124.1572,71.73,73,75,16.11,broken clouds
332,Bud,US,2022-01-04 03:32:11,39.447,-86.1758,26.55,85,1,5.19,clear sky
333,Kodinsk,RU,2022-01-04 03:32:11,58.6881,99.1844,7.29,95,99,3.36,overcast clouds
334,Guanica,PR,2022-01-04 03:32:11,17.9716,-66.908,75.9,73,9,3.0,clear sky
335,Caconda,AO,2022-01-04 03:32:12,-13.7333,15.0667,59.54,98,100,1.3,light rain
336,Zhigansk,RU,2022-01-04 03:32:12,66.7697,123.3711,-37.01,96,100,9.37,overcast clouds
337,Saurimo,AO,2022-01-04 03:32:12,-9.6608,20.3916,64.56,99,100,4.18,overcast clouds
338,Zhezkazgan,KZ,2022-01-04 03:32:12,47.8043,67.7144,24.78,93,90,11.18,overcast clouds
339,Tessalit,ML,2022-01-04 03:32:13,20.1986,1.0114,56.5,33,0,11.16,clear sky
340,Gushikawa,JP,2022-01-04 03:32:13,26.3544,127.8686,69.8,52,1,12.66,clear sky
341,Tiksi,RU,2022-01-04 03:32:13,71.6872,128.8694,-27.29,94,100,14.79,overcast clouds
342,Date,JP,2022-01-04 03:32:14,42.4681,140.8681,22.73,70,96,22.28,overcast clouds
343,Walvis Bay,NA,2022-01-04 03:32:14,-22.9575,14.5053,60.1,88,7,5.75,clear sky
344,Tamana,JP,2022-01-04 03:32:14,32.9167,130.5667,55.09,45,4,5.01,clear sky
345,Kattivakkam,IN,2022-01-04 03:32:15,13.2167,80.3167,79.07,76,79,13.11,broken clouds
346,Rosita,NI,2022-01-04 03:32:15,13.9268,-84.4032,70.47,99,45,2.89,scattered clouds
347,Provideniya,RU,2022-01-04 03:32:15,64.3833,-173.3,6.22,95,63,2.53,broken clouds
348,Reguengos De Monsaraz,PT,2022-01-04 03:32:15,38.4253,-7.5349,47.88,87,67,5.17,broken clouds
349,Grindavik,IS,2022-01-04 03:32:16,63.8424,-22.4338,28.87,74,0,4.61,clear sky
350,Yumen,CN,2022-01-04 03:32:16,40.2833,97.2,24.17,33,99,14.45,overcast clouds
351,Pacifica,US,2022-01-04 03:29:32,37.6138,-122.4869,55.02,93,90,7.0,mist
352,Coquimbo,CL,2022-01-04 03:27:22,-29.9533,-71.3436,60.53,94,0,3.44,clear sky
353,Maumere,ID,2022-01-04 03:32:16,-8.6199,122.2111,83.71,74,100,4.92,moderate rain
354,Mulki,IN,2022-01-04 03:32:17,13.1,74.8,76.28,69,20,5.75,few clouds
355,Montes Altos,BR,2022-01-04 03:32:17,-5.8333,-47.0667,70.59,99,100,2.57,overcast clouds
356,San Felipe,VE,2022-01-04 03:33:17,10.3399,-68.7425,71.01,95,100,4.29,overcast clouds
357,Jacareacanga,BR,2022-01-04 03:33:18,-6.2222,-57.7528,72.66,99,100,2.19,moderate rain
358,Kirra,GR,2022-01-04 03:33:18,38.4333,22.45,54.79,66,7,6.98,clear sky
359,Kudahuvadhoo,MV,2022-01-04 03:33:18,2.6708,72.8944,79.86,77,94,7.38,light rain
360,Comodoro Rivadavia,AR,2022-01-04 03:33:18,-45.8667,-67.5,58.86,33,0,27.63,clear sky
361,Lodwar,KE,2022-01-04 03:33:19,3.1191,35.5973,77.13,46,81,4.88,broken clouds
362,Taloqan,AF,2022-01-04 03:33:19,36.7361,69.5345,47.68,68,100,3.65,overcast clouds
363,Lalmohan,BD,2022-01-04 03:33:19,22.3384,90.7419,68.72,55,76,9.93,broken clouds
364,Rawson,AR,2022-01-04 03:33:20,-43.3002,-65.1023,62.24,36,17,30.71,few clouds
365,Presidente Medici,BR,2022-01-04 03:33:20,-11.1753,-61.9014,72.7,99,100,4.03,overcast clouds
366,Narsaq,GL,2022-01-04 03:33:20,60.9167,-46.05,35.82,47,100,36.13,overcast clouds
367,Nianzishan,CN,2022-01-04 03:33:21,47.5167,122.8833,9.88,46,0,4.81,clear sky
368,San Policarpo,PH,2022-01-04 03:33:21,12.1791,125.5072,79.12,82,99,17.31,overcast clouds
369,Ambilobe,MG,2022-01-04 03:33:21,-13.2,49.05,78.6,84,99,2.13,overcast clouds
370,Ostrovnoy,RU,2022-01-04 03:33:21,68.0531,39.5131,15.06,83,100,9.17,light snow
371,Sinnamary,GF,2022-01-04 03:33:22,5.3833,-52.95,76.35,81,23,10.85,few clouds
372,Berlevag,NO,2022-01-04 03:33:22,70.8578,29.0864,15.8,66,100,17.38,overcast clouds
373,Tucupita,VE,2022-01-04 03:33:22,9.0622,-62.051,68.32,98,11,3.0,few clouds
374,Mount Gambier,AU,2022-01-04 03:31:38,-37.8333,140.7667,69.71,46,90,18.41,overcast clouds
375,Sergeyevka,KZ,2022-01-04 03:33:23,53.88,67.4158,4.42,94,91,10.38,overcast clouds
376,Ambulu,ID,2022-01-04 03:33:23,-8.345,113.6058,82.26,73,100,3.22,overcast clouds
377,Buerarema,BR,2022-01-04 03:33:23,-14.9594,-39.2997,67.14,98,99,1.23,overcast clouds
378,Dolores,AR,2022-01-04 03:33:24,-36.3132,-57.6792,71.46,62,33,5.5,light rain
379,Basiad,PH,2022-01-04 03:33:24,14.1562,122.3375,80.24,67,93,14.14,overcast clouds
380,Umm Kaddadah,SD,2022-01-04 03:33:24,13.6017,26.6876,53.89,45,5,15.01,clear sky
381,Cockburn Town,TC,2022-01-04 03:33:24,21.4612,-71.1419,78.33,71,0,10.31,clear sky
382,Vanderhoof,CA,2022-01-04 03:33:25,54.0166,-124.0198,-12.64,93,100,7.31,overcast clouds
383,Pellerd,HU,2022-01-04 03:33:25,46.0344,18.154,40.05,93,77,2.3,broken clouds
384,Loum,CM,2022-01-04 03:33:25,4.7182,9.7351,72.18,87,100,1.39,overcast clouds
385,San Andres,CO,2022-01-04 03:33:26,12.5847,-81.7006,80.62,74,40,17.27,scattered clouds
386,Manizales,CO,2022-01-04 03:30:39,5.0689,-75.5174,60.75,93,56,5.37,broken clouds
387,Sungaipenuh,ID,2022-01-04 03:33:26,-2.0833,101.3833,78.67,53,92,3.87,overcast clouds
388,Bhatgaon,IN,2022-01-04 03:33:26,21.15,81.7,64.58,72,0,0.0,haze
389,Sept-Iles,CA,2022-01-04 03:32:02,50.2001,-66.3821,-5.94,78,1,2.3,clear sky
390,Cam Ranh,VN,2022-01-04 03:33:27,11.9214,109.1591,80.56,61,40,13.8,scattered clouds
391,Prince George,CA,2022-01-04 03:32:08,53.9166,-122.753,-6.72,74,90,1.01,light snow
392,Khandyga,RU,2022-01-04 03:33:27,62.6667,135.6,-35.27,98,100,2.17,overcast clouds
393,Asau,RO,2022-01-04 03:33:27,46.4333,26.4,44.96,65,27,6.02,scattered clouds
394,Richards Bay,ZA,2022-01-04 03:33:28,-28.783,32.0377,71.53,91,100,11.23,overcast clouds
395,Kokoda,PG,2022-01-04 03:33:28,-8.8785,147.7407,89.96,57,100,1.45,overcast clouds
396,Werda,BW,2022-01-04 03:33:28,-25.2667,23.2833,71.04,57,4,6.8,clear sky
397,Sorland,NO,2022-01-04 03:33:28,67.667,12.6934,33.76,69,100,15.75,overcast clouds
398,Atar,MR,2022-01-04 03:33:29,20.5169,-13.0499,62.28,27,34,8.46,scattered clouds
399,Luganville,VU,2022-01-04 03:33:29,-15.5333,167.1667,82.38,83,91,5.59,moderate rain
400,Blagoyevo,RU,2022-01-04 03:33:29,63.3667,47.9167,-4.05,99,95,5.5,overcast clouds
401,Puerto Escondido,MX,2022-01-04 03:33:30,15.85,-97.0667,77.83,73,1,0.0,clear sky
402,Mackay,AU,2022-01-04 03:34:30,-21.15,149.2,104.68,44,21,8.05,few clouds
403,Anloga,GH,2022-01-04 03:34:30,5.7947,0.8973,82.62,76,81,6.51,broken clouds
404,Lata,PT,2022-01-04 03:34:31,40.1629,-8.3327,54.91,91,36,6.4,scattered clouds
405,Saint George,US,2022-01-04 03:34:31,37.1041,-113.5841,44.35,51,1,8.01,clear sky
406,Te Anau,NZ,2022-01-04 03:34:31,-45.4167,167.7167,65.28,73,100,2.39,overcast clouds
407,Omsukchan,RU,2022-01-04 03:34:31,62.5333,155.8,5.11,97,100,5.35,light snow
408,Jurado,CO,2022-01-04 03:34:32,7.1053,-77.7641,75.96,94,80,2.33,broken clouds
409,Mpika,ZM,2022-01-04 03:34:32,-11.8343,31.4529,62.01,97,100,3.15,light rain
410,Kulhudhuffushi,MV,2022-01-04 03:34:32,6.6221,73.07,82.27,72,27,7.36,scattered clouds
411,Seymchan,RU,2022-01-04 03:34:33,62.8833,152.4333,-22.79,95,100,1.74,overcast clouds
412,Rockingham,US,2022-01-04 03:34:33,42.9668,-71.0995,24.51,63,100,1.99,overcast clouds
413,Kabompo,ZM,2022-01-04 03:34:33,-13.5927,24.2008,63.36,98,100,3.18,overcast clouds
414,Sibolga,ID,2022-01-04 03:34:34,1.7427,98.7792,84.87,65,56,3.94,broken clouds
415,Falam,MM,2022-01-04 03:34:34,22.9167,93.6833,63.41,36,0,2.77,clear sky
416,Anton Lizardo,MX,2022-01-04 03:34:34,19.05,-95.9833,67.21,70,67,16.2,broken clouds
417,Okha,RU,2022-01-04 03:34:34,53.5739,142.9478,-6.86,89,44,16.87,scattered clouds
418,Anshun,CN,2022-01-04 03:34:35,26.25,105.9333,51.67,88,100,15.64,overcast clouds
419,Raudeberg,NO,2022-01-04 03:34:35,61.9875,5.1352,37.2,92,100,7.0,light snow
420,Souillac,MU,2022-01-04 03:34:35,-20.5167,57.5167,82.36,83,40,6.91,scattered clouds
421,Ahipara,NZ,2022-01-04 03:34:36,-35.1667,173.1667,74.12,58,97,12.39,overcast clouds
422,Cidahu,ID,2022-01-04 03:34:36,-6.3113,106.0568,82.89,47,84,3.4,broken clouds
423,Biloela,AU,2022-01-04 03:34:36,-24.4167,150.5,98.02,20,16,17.81,few clouds
424,Karangampel,ID,2022-01-04 03:34:36,-6.4622,108.4519,84.92,58,95,2.71,overcast clouds
425,Los Llanos De Aridane,ES,2022-01-04 03:34:37,28.6585,-17.9182,63.12,34,0,3.0,clear sky
426,Turayf,SA,2022-01-04 03:34:37,31.6725,38.6637,35.85,93,0,4.61,clear sky
427,Kamina,CD,2022-01-04 03:34:37,-8.7386,24.9906,64.89,98,100,2.95,light rain
428,Giovinazzo,IT,2022-01-04 03:34:38,41.1864,16.6674,51.49,93,0,6.91,clear sky
429,Touros,BR,2022-01-04 03:34:38,-5.1989,-35.4608,79.7,74,97,13.0,overcast clouds
430,Ndele,CF,2022-01-04 03:34:38,8.4109,20.6473,66.83,37,96,5.93,overcast clouds
431,Casablanca,MA,2022-01-04 03:34:39,33.5928,-7.6192,55.33,93,12,1.99,few clouds
432,Kirakira,SB,2022-01-04 03:34:39,-10.4544,161.9205,86.81,64,100,12.26,overcast clouds
433,Bengkulu,ID,2022-01-04 03:34:39,-3.8004,102.2655,82.58,69,96,3.98,overcast clouds
434,Chumikan,RU,2022-01-04 03:34:39,54.7183,135.315,-12.41,84,100,16.53,overcast clouds
435,Mahanje,TZ,2022-01-04 03:34:40,-9.9333,35.3333,64.74,96,100,2.33,light rain
436,Bubaque,GW,2022-01-04 03:34:40,11.2833,-15.8333,78.93,61,71,7.0,broken clouds
437,Mandan,US,2022-01-04 03:33:40,46.8267,-100.8896,16.03,87,1,13.8,clear sky
438,Bontang,ID,2022-01-04 03:34:41,0.1333,117.5,82.06,73,100,7.18,overcast clouds
439,Rio Cuarto,AR,2022-01-04 03:34:41,-33.1307,-64.3499,71.67,71,90,17.6,light rain
440,Zhanakorgan,KZ,2022-01-04 03:34:41,43.9098,67.2495,33.55,96,100,9.33,light rain
441,Manaus,BR,2022-01-04 03:34:41,-3.1019,-60.025,81.09,78,75,3.44,broken clouds
442,Meulaboh,ID,2022-01-04 03:34:42,4.1363,96.1285,81.45,75,14,1.23,few clouds
443,Yaan,NG,2022-01-04 03:34:42,7.3833,8.5667,73.62,27,100,8.66,overcast clouds
